id,value
1471564,564
2168548,548
2197327,327
485578,578
2443621,621
393415,415
1079282,282
1794054,54
90060,60
1535188,188
1920187,187
1687978,978
650322,322
2025104,104
882699,699
1905140,140
2383866,866
1970351,351
1122737,737
2052565,565
236939,939
1795670,670
517544,544
2127383,383
697430,430
1707259,259
985164,164
637904,904
935288,288
2189643,643
2160771,771
1527755,755
1849489,489
880087,87
943705,705
1009587,587
1312399,399
751666,666
273593,593
868666,666
1259653,653
1206419,419
168999,999
1505473,473
959336,336
68888,888
895402,402
173004,4
2337410,410
255174,174
1824514,514
2330129,129
98872,872
1155742,742
300071,71
422917,917
181416,416
942973,973
2351293,293
1571969,969
631527,527
223172,172
1524,524
1513535,535
2300622,622
2347339,339
2060261,261
851365,365
225628,628
1686196,196
393983,983
1889779,779
969254,254
343039,39
1682071,71
1639722,722
2259729,729
2401169,169
89669,669
1114770,770
1442574,574
1921738,738
2241246,246
2081396,396
1613344,344
587406,406
1473762,762
1614298,298
1496878,878
709277,277
1179877,877
1934392,392
2232506,506
2053717,717
633686,686
1080001,1
1887575,575
1790883,883
349130,130
1149594,594
1463384,384
2460552,552
2238705,705
1645820,820
106545,545
104827,827
2307382,382
766887,887
2037584,584
2058002,2
892455,455
1510121,121
1493819,819
1106242,242
1227563,563
2177525,525
2177866,866
846726,726
2251721,721
2115766,766
360779,779
2152502,502
2151932,932
340588,588
1228467,467
1382808,808
609583,583
835948,948
757841,841
487983,983
2097287,287
2010533,533
1417470,470
888650,650
663862,862
1817381,381
377601,601
1045207,207
224903,903
19251,251
461396,396
926701,701
1028914,914
674167,167
1498947,947
1444111,111
1007393,393
493898,898
738076,76
2418276,276
431373,373
179244,244
1410159,159
1228382,382
679439,439
1795516,516
1771669,669
486258,258
2281888,888
1988644,644
507528,528
2255315,315
2400234,234
219054,54
2440980,980
1520269,269
354830,830
2367565,565
1016229,229
820272,272
684585,585
1869271,271
2006097,97
463530,530
2458408,408
1076097,97
2048324,324
1440292,292
284609,609
2486438,438
2156404,404
577828,828
1167546,546
726509,509
1908119,119
1500042,42
2102559,559
2258820,820
2178956,956
473892,892
267159,159
2009565,565
1571868,868
1690276,276
1185973,973
691647,647
2083828,828
139481,481
679243,243
19669,669
1343616,616
2120269,269
1713066,66
1173134,134
858813,813
351803,803
1570568,568
462833,833
2296974,974
1566532,532
786103,103
1688797,797
2417612,612
1432715,715
248911,911
313265,265
1979122,122
1965030,30
1483349,349
119565,565
1246494,494
580667,667
2094676,676
1988345,345
1160422,422
845312,312
2118639,639
1263442,442
340444,444
2325441,441
1107562,562
1225417,417
22062,62
340095,95
1222489,489
751099,99
1621881,881
2249983,983
241279,279
275693,693
807615,615
892922,922
1625086,86
2194278,278
1968526,526
1411138,138
2003372,372
302154,154
1313092,92
447089,89
831513,513
2402048,48
1199759,759
2130882,882
1091589,589
1293365,365
1231344,344
958686,686
1249993,993
1126518,518
1008487,487
542411,411
1652510,510
224735,735
1819634,634
1327754,754
684740,740
1720752,752
1307920,920
2154692,692
84599,599
98183,183
1090667,667
1817430,430
2135562,562
888129,129
184388,388
784337,337
1431125,125
1826348,348
2015183,183
2203147,147
684886,886
1741417,417
1334677,677
2243448,448
1257318,318
