id,value
1589997,997
2134299,299
1432358,358
469679,679
631355,355
2451730,730
424100,100
1331998,998
1596294,294
2371563,563
475739,739
2409022,22
1466591,591
383071,71
1161163,163
1054923,923
1933197,197
2274501,501
1636846,846
1194136,136
1024765,765
88446,446
585691,691
2428606,606
240361,361
1347956,956
1730545,545
1168337,337
2115094,94
2339664,664
2205741,741
2005080,80
1426077,77
1428022,22
1467721,721
566657,657
156178,178
307931,931
2364053,53
363122,122
1162535,535
408384,384
369321,321
777240,240
272392,392
254790,790
2047448,448
2126955,955
1994878,878
960827,827
824430,430
1823092,92
2284831,831
964191,191
260837,837
2478580,580
164254,254
2466475,475
1642291,291
1354869,869
14104,104
410118,118
1552276,276
1273847,847
356123,123
895002,2
1672452,452
846167,167
2366917,917
1338882,882
91542,542
470776,776
338150,150
2470785,785
203394,394
2275194,194
1511288,288
1705274,274
1888237,237
2339671,671
700646,646
676286,286
2025062,62
2409309,309
201199,199
1186635,635
228994,994
545307,307
2164856,856
1827617,617
834322,322
1811384,384
2129332,332
1877152,152
1903237,237
1642767,767
1565529,529
2202975,975
85376,376
895423,423
1548790,790
2067658,658
651339,339
1940618,618
2100475,475
2187676,676
2394957,957
1834150,150
1499348,348
1180638,638
2472049,49
2412198,198
2469020,20
1948839,839
2316458,458
874853,853
1582923,923
694748,748
2146547,547
441239,239
1993877,877
2134225,225
468354,354
1379320,320
1626813,813
74825,825
636433,433
977460,460
156374,374
2058152,152
497700,700
1431078,78
1782729,729
1750489,489
1307856,856
334636,636
2155212,212
1398863,863
2020683,683
828750,750
705775,775
1076264,264
1158353,353
328492,492
1637723,723
2002945,945
1693430,430
1990296,296
1794976,976
1607056,56
1780394,394
1803798,798
1197338,338
2372438,438
2143052,52
976999,999
618381,381
906178,178
434537,537
2234874,874
620068,68
437898,898
365288,288
403758,758
378246,246
374096,96
1290345,345
977655,655
1412669,669
1622635,635
1088066,66
744660,660
2226177,177
1069716,716
1874520,520
445955,955
1314685,685
1758821,821
1315800,800
2484390,390
869235,235
136324,324
789681,681
414082,82
837670,670
