id,value
337440,440
1533087,87
280364,364
1618640,640
1141170,170
707537,537
793615,615
147855,855
1179801,801
1144554,554
1482349,349
1034728,728
895114,114
2476458,458
36122,122
46954,954
924413,413
892383,383
2184191,191
997274,274
557983,983
439816,816
2256727,727
517121,121
2437376,376
2429689,689
701617,617
505350,350
2390031,31
520327,327
1872646,646
1719211,211
20754,754
2088667,667
126170,170
885176,176
1205586,586
2108137,137
1296947,947
350254,254
667892,892
304750,750
1122782,782
2354414,414
1353528,528
2324895,895
2084823,823
562325,325
1613089,89
1004460,460
391149,149
93431,431
2032437,437
215132,132
1944347,347
306054,54
2127018,18
1670995,995
2489253,253
1744323,323
1090394,394
1714505,505
677258,258
1270578,578
1151002,2
914513,513
240366,366
2181548,548
1104831,831
85296,296
1178454,454
1590250,250
181004,4
617510,510
1920778,778
2005478,478
985624,624
1981211,211
15012,12
592088,88
94272,272
1348391,391
425330,330
2140407,407
1849951,951
1612210,210
44663,663
1799839,839
10702,702
477481,481
1343489,489
2005585,585
2155524,524
1167139,139
1014428,428
506605,605
2016480,480
530191,191
2405845,845
2419980,980
426799,799
1533433,433
2453157,157
2028800,800
670152,152
623069,69
1716196,196
75973,973
359982,982
1063185,185
295694,694
2478190,190
658165,165
741696,696
814582,582
847771,771
822102,102
46629,629
714370,370
900785,785
1690833,833
2453973,973
176946,946
772448,448
114201,201
993036,36
1305767,767
1465004,4
1447415,415
450501,501
292794,794
2235850,850
2023118,118
335411,411
2452603,603
110950,950
411225,225
1396846,846
2482624,624
1114617,617
2390355,355
854712,712
1704173,173
890746,746
497921,921
1466143,143
156086,86
2075095,95
1704490,490
2003881,881
809008,8
129760,760
1562423,423
212703,703
1493907,907
2097982,982
2401047,47
1029127,127
442264,264
1527274,274
1487722,722
1404171,171
747240,240
1709047,47
1998933,933
1335860,860
1110586,586
404490,490
810516,516
1238647,647
2487900,900
1345137,137
436022,22
2165182,182
476566,566
453249,249
1950469,469
1033289,289
1146107,107
372777,777
2066680,680
1010786,786
1851432,432
2354368,368
62898,898
2391617,617
2468947,947
298699,699
1651258,258
1654465,465
499591,591
