id,value
901942,942
148308,308
1416766,766
953395,395
1247131,131
855826,826
2079437,437
1460272,272
729962,962
86743,743
1967326,326
1072729,729
577699,699
2456932,932
1881853,853
891717,717
1794817,817
1165292,292
2131772,772
409968,968
1509122,122
878779,779
2063689,689
536153,153
528698,698
2231117,117
433221,221
943228,228
745934,934
1622862,862
1762181,181
1190702,702
617008,8
2341033,33
2440692,692
1622929,929
840100,100
1694865,865
396089,89
2095537,537
1848688,688
290902,902
1341356,356
1998337,337
2096330,330
631671,671
2420642,642
2186383,383
863233,233
1812383,383
1518272,272
252155,155
1788438,438
1139582,582
246060,60
2147997,997
589286,286
1785206,206
1738704,704
1902666,666
931389,389
1798419,419
784358,358
879398,398
1082242,242
2092560,560
167704,704
2306221,221
1534307,307
826887,887
1334053,53
390106,106
2099160,160
1726025,25
2047155,155
365654,654
517883,883
2033384,384
485777,777
1858716,716
1814046,46
1705033,33
1718339,339
1134115,115
690072,72
2262970,970
1518888,888
1242833,833
403477,477
2108427,427
1889563,563
130471,471
1456691,691
1414264,264
1479735,735
1793000,0
2190903,903
164765,765
40071,71
1365750,750
1334999,999
1201994,994
351991,991
1633863,863
1423301,301
931446,446
639651,651
699297,297
227136,136
1162379,379
2175371,371
581463,463
1313416,416
1673766,766
2293947,947
257655,655
298221,221
686090,90
1010539,539
1225161,161
863087,87
1355631,631
1135794,794
2053282,282
2396660,660
1684053,53
10130,130
2187953,953
1963752,752
991973,973
2420848,848
1790610,610
2251743,743
1300503,503
187141,141
1969979,979
2432104,104
2027816,816
460340,340
1417224,224
1479371,371
2156648,648
325471,471
1048003,3
558383,383
1946895,895
501712,712
253476,476
105966,966
381479,479
2479303,303
2115664,664
1907272,272
2082641,641
656795,795
1077994,994
390792,792
1575609,609
1544728,728
1990909,909
216279,279
558137,137
1680326,326
129940,940
288187,187
1759923,923
573611,611
365900,900
2391581,581
2449448,448
2023495,495
2456875,875
88463,463
1297557,557
760526,526
1533136,136
1796160,160
1065782,782
1608609,609
2099647,647
717027,27
2417196,196
539340,340
1437850,850
1429225,225
300493,493
2153050,50
2088505,505
2178283,283
408113,113
585783,783
1049358,358
2397471,471
603081,81
1153958,958
1465384,384
1390899,899
340153,153
1140330,330
14982,982
1642716,716
1249620,620
778793,793
1787222,222
1069894,894
409236,236
926548,548
746304,304
962217,217
255463,463
1060826,826
1100395,395
409330,330
1101987,987
1104704,704
2025404,404
2302179,179
2283873,873
720288,288
252454,454
1751771,771
48412,412
270034,34
2022384,384
2465072,72
2212804,804
1799675,675
645239,239
258925,925
2345923,923
83125,125
1168774,774
1176102,102
1831802,802
1679858,858
1361143,143
269971,971
879989,989
882176,176
492385,385
1099834,834
1815463,463
269078,78
2403849,849
541494,494
1009527,527
2087432,432
396280,280
993527,527
1184218,218
1561335,335
1910862,862
1802260,260
2451424,424
911998,998
549439,439
2171821,821
2149902,902
1774525,525
2147846,846
598293,293
187232,232
1162108,108
1356015,15
2201378,378
1523935,935
716412,412
192757,757
854062,62
865403,403
149215,215
46039,39
782457,457
338126,126
1960174,174
27233,233
561339,339
553048,48
1510533,533
1004482,482
1995325,325
1189541,541
669566,566
467092,92
1142143,143
1088199,199
401224,224
1878683,683
2219612,612
1954301,301
1083473,473
1671520,520
1733609,609
909650,650
956015,15
404177,177
1777105,105
1155203,203
374942,942
259679,679
1097869,869
2217588,588
1267999,999
1908706,706
728705,705
1474410,410
1484784,784
2332605,605
1042743,743
2193961,961
71617,617
1374602,602
1585799,799
1685297,297
2499642,642
1659887,887
1714991,991
1992297,297
494292,292
1450422,422
147011,11
1553813,813
370884,884
1782691,691
285007,7
12516,516
163317,317
868092,92
375023,23
1624138,138
1507830,830
1247886,886
1816429,429
586518,518
1067149,149
488192,192
547316,316
1537103,103
1956267,267
847371,371
1557267,267
1199239,239
2271050,50
819864,864
1011683,683
1542249,249
35697,697
1024574,574
2092541,541
2159668,668
1438309,309
967016,16
1196251,251
883025,25
1896642,642
2324149,149
2039777,777
1422592,592
2207271,271
1259051,51
221404,404
1529674,674
1315877,877
1605126,126
946262,262
1508233,233
2367654,654
934375,375
1724439,439
2436630,630
712120,120
1299265,265
917404,404
975666,666
58027,27
