id,value
988735,735
692068,68
1676761,761
1769152,152
92053,53
581374,374
816567,567
964936,936
2327430,430
2365545,545
278943,943
1885164,164
581454,454
390349,349
899993,993
840535,535
1094360,360
226212,212
427103,103
1121156,156
914264,264
913536,536
1921694,694
895017,17
449837,837
348813,813
73367,367
2342174,174
335654,654
2229274,274
2447530,530
313704,704
465230,230
354557,557
225558,558
588104,104
2107905,905
2370119,119
2164549,549
1907413,413
493229,229
75742,742
1543509,509
1300740,740
2375443,443
1211648,648
61831,831
2428495,495
176885,885
2380774,774
2250382,382
845531,531
1867464,464
366764,764
1020515,515
655316,316
822330,330
1593501,501
2054737,737
1817663,663
1489437,437
180084,84
1421882,882
963499,499
2109257,257
733807,807
2448209,209
2181789,789
1877625,625
20499,499
2154653,653
1355979,979
1146742,742
1224859,859
1958142,142
1033654,654
1134989,989
1710711,711
2102101,101
2112013,13
1181276,276
1122316,316
2391896,896
710135,135
807358,358
606958,958
117442,442
1973252,252
555696,696
1724850,850
1584836,836
1515842,842
2096453,453
1701984,984
1638683,683
944758,758
582279,279
1550025,25
1709266,266
2068016,16
1127135,135
2393807,807
1264600,600
2451326,326
1077310,310
231009,9
126430,430
861606,606
2314141,141
1228802,802
1611450,450
2002921,921
986632,632
2310236,236
1996053,53
887723,723
341302,302
2348724,724
650713,713
1549220,220
2436824,824
654942,942
903040,40
2244479,479
1362973,973
2486337,337
1478132,132
820400,400
37578,578
2166079,79
2207135,135
700083,83
2270441,441
685872,872
800637,637
2110545,545
1102839,839
1363260,260
1479943,943
939816,816
252623,623
2195071,71
1198270,270
1539319,319
578442,442
901259,259
1301453,453
197101,101
1337414,414
625564,564
3114,114
151749,749
1508212,212
1839257,257
2434047,47
1459391,391
1369011,11
1713698,698
339175,175
755290,290
1284981,981
77570,570
322638,638
125455,455
804305,305
886233,233
526436,436
174826,826
1049878,878
1208606,606
1544981,981
1481758,758
459807,807
1733532,532
2049797,797
2115973,973
2244355,355
784554,554
139861,861
2306081,81
177924,924
939105,105
427911,911
1028151,151
2260798,798
1908613,613
599026,26
205431,431
646131,131
389018,18
2249329,329
2190282,282
836032,32
1558752,752
784812,812
281171,171
1529780,780
693283,283
2377312,312
534775,775
656722,722
1143368,368
1369505,505
859387,387
1624443,443
642189,189
990732,732
1612301,301
2384589,589
2394244,244
1702738,738
1375125,125
2483483,483
917567,567
1413482,482
2206656,656
320211,211
263142,142
2384551,551
1722419,419
2148216,216
1856942,942
2143636,636
3355,355
1532838,838
275859,859
1326733,733
2093134,134
2105433,433
131809,809
1303277,277
2458457,457
1996581,581
237495,495
597790,790
338561,561
258152,152
1349009,9
574,574
1743164,164
2376682,682
2020713,713
947356,356
874482,482
1648191,191
2212812,812
1498745,745
1408920,920
1391299,299
1785510,510
379186,186
1554371,371
274327,327
1764551,551
98886,886
2402767,767
83405,405
374771,771
1865761,761
73231,231
410301,301
2361559,559
1531285,285
1438832,832
182404,404
995863,863
1284403,403
224335,335
57250,250
2483511,511
67837,837
714080,80
115676,676
866262,262
1484485,485
2052456,456
278612,612
96144,144
965209,209
499397,397
714737,737
2165693,693
1724697,697
1820348,348
1636216,216
1923388,388
2416763,763
1879765,765
1229640,640
1325342,342
763069,69
2057053,53
755175,175
386833,833
1304684,684
2005194,194
2214540,540
1177227,227
2229093,93
475052,52
1891244,244
899222,222
324772,772
825847,847
2320156,156
1356602,602
1449074,74
1845574,574
2159107,107
843784,784
2464011,11
2461468,468
2244552,552
1725034,34
2066413,413
1294780,780
362788,788
883685,685
1989910,910
1147977,977
2076425,425
1911196,196
1092225,225
1079216,216
878801,801
795335,335
1111399,399
2111338,338
2047100,100
2484737,737
783657,657
1398920,920
1693739,739
1785734,734
2491540,540
905277,277
1631185,185
1489302,302
293619,619
1352802,802
1253902,902
1036163,163
1826215,215
2419017,17
70360,360
2036427,427
156526,526
1378449,449
2245732,732
1777631,631
874617,617
1144248,248
662120,120
1578101,101
2359798,798
865367,367
1961288,288
936806,806
170353,353
242136,136
663636,636
447036,36
1538516,516
2013543,543
604908,908
745024,24
1361883,883
32291,291
2384081,81
2468509,509
1350053,53
1719368,368
437703,703
2419130,130
462460,460
2183591,591
2466735,735
1954792,792
2463734,734
1071422,422
2295469,469
1325726,726
240669,669
622956,956
1287570,570
1672686,686
1812273,273
1346898,898
167514,514
1022274,274
2115222,222
654502,502
1803724,724
531884,884
615782,782
261086,86
1783597,597
1887165,165
1484757,757
1589832,832
1612628,628
596978,978
2064824,824
2192346,346
2427456,456
1558063,63
188340,340
413719,719
2340390,390
767737,737
1438838,838
2127898,898
2159366,366
1810614,614
1318081,81
637985,985
1340994,994
1512366,366
985014,14
1329535,535
619127,127
123937,937
288203,203
1358311,311
254705,705
1273489,489
1246056,56
5884,884
791154,154
2003371,371
2212034,34
1819960,960
447041,41
2177414,414
407477,477
214227,227
2119547,547
1146758,758
258142,142
2455557,557
398928,928
1984592,592
2271839,839
2459027,27
74792,792
21274,274
2455671,671
466097,97
1839844,844
1122912,912
1278931,931
589233,233
517929,929
20589,589
1517842,842
1280090,90
432200,200
1975314,314
1750225,225
654326,326
822643,643
1372895,895
1723517,517
1464499,499
160581,581
237001,1
2377383,383
1877583,583
1956741,741
1525991,991
1782878,878
4670,670
2045730,730
387840,840
1307692,692
1166402,402
1789394,394
1031070,70
1076041,41
1875560,560
1865513,513
682144,144
1720836,836
2328195,195
362293,293
743419,419
1321961,961
1836880,880
1734519,519
1808965,965
