id,value
752501,501
622607,607
1583596,596
1423747,747
2144871,871
246191,191
1557733,733
1908210,210
7926,926
1693520,520
1044287,287
1687237,237
159521,521
1642715,715
1021430,430
2434682,682
2355217,217
643152,152
1060516,516
2343389,389
1725918,918
857587,587
1886368,368
1480943,943
517073,73
594561,561
1840541,541
2177440,440
812254,254
393833,833
2278289,289
1149659,659
2322904,904
1647533,533
2277512,512
876522,522
2347767,767
2492427,427
86826,826
2034270,270
611264,264
2332851,851
1666348,348
2347819,819
323858,858
1585475,475
1177958,958
2066296,296
493481,481
892206,206
1998622,622
735075,75
1491261,261
1416398,398
1253182,182
291771,771
835934,934
1813882,882
1513958,958
2477693,693
2037187,187
2178968,968
1238431,431
1811819,819
555720,720
413040,40
1735008,8
666791,791
681314,314
2053199,199
1392117,117
1689377,377
959400,400
231204,204
2166451,451
1559733,733
2480214,214
1565668,668
1437232,232
1279673,673
2408231,231
1732374,374
2138733,733
2027471,471
1693836,836
990847,847
1866480,480
748280,280
168064,64
1948259,259
787463,463
1216304,304
277931,931
1232684,684
574912,912
2338554,554
1675104,104
2032775,775
111740,740
877868,868
1658137,137
1855163,163
644605,605
83282,282
477437,437
202883,883
1480779,779
1444355,355
238919,919
1532101,101
1395075,75
870706,706
1521630,630
2204027,27
1008078,78
1679472,472
1828330,330
2135297,297
2112405,405
2016543,543
1707757,757
1391444,444
2078199,199
2381177,177
1808224,224
1621546,546
1118870,870
788678,678
2051880,880
1950610,610
1585608,608
2142491,491
1553716,716
1996111,111
2136658,658
979187,187
1283246,246
1475902,902
350894,894
1802591,591
1422405,405
2176979,979
368505,505
1994722,722
1249741,741
738062,62
1215559,559
1677997,997
1450838,838
367565,565
1360712,712
360266,266
2078466,466
1485391,391
2471384,384
1991587,587
453036,36
1926041,41
2464690,690
1216288,288
2121660,660
687508,508
1040570,570
1961114,114
622815,815
1277006,6
229466,466
1903508,508
2210849,849
759661,661
1145687,687
1323874,874
905769,769
1843140,140
545619,619
1947192,192
1892284,284
527648,648
1496448,448
1259207,207
1643336,336
412886,886
759375,375
1646329,329
2484626,626
616197,197
716212,212
2034656,656
465542,542
2078274,274
941596,596
639269,269
1326719,719
1205290,290
252851,851
1460163,163
1651979,979
1150193,193
544717,717
1845551,551
2312064,64
2471471,471
261968,968
1108259,259
558535,535
1262409,409
599889,889
573018,18
2178628,628
2308604,604
2445550,550
1252918,918
842684,684
1593596,596
180586,586
667291,291
266108,108
2330082,82
889719,719
596242,242
1888640,640
730115,115
1579433,433
2264842,842
682274,274
789481,481
2234681,681
2347739,739
1480675,675
2289189,189
1902164,164
1460364,364
363612,612
2483422,422
1650666,666
933716,716
2175487,487
1982627,627
911171,171
2331812,812
168764,764
2139416,416
1894977,977
1006126,126
1531297,297
1974581,581
2423200,200
1883754,754
1715752,752
1703537,537
2377613,613
1642705,705
2035718,718
483541,541
423771,771
1748536,536
373727,727
1712994,994
704684,684
1065705,705
1806186,186
395789,789
756021,21
1770278,278
681922,922
858838,838
2111770,770
596736,736
1179146,146
207550,550
1462093,93
1681185,185
102640,640
1139238,238
744525,525
2040870,870
684276,276
13815,815
1195417,417
718398,398
221493,493
876468,468
933058,58
1825314,314
1808275,275
1866920,920
802398,398
488286,286
387909,909
1783669,669
2287296,296
1764971,971
877814,814
1559423,423
1426080,80
942182,182
2022794,794
1873461,461
20116,116
439154,154
1629790,790
188821,821
409921,921
1409866,866
1259062,62
1997290,290
1616957,957
1439365,365
1950518,518
793018,18
954847,847
718288,288
1045681,681
1844909,909
706021,21
1501424,424
321303,303
371059,59
842332,332
514213,213
141134,134
218806,806
1922759,759
1601149,149
572909,909
1196955,955
213949,949
941632,632
815334,334
873415,415
2267976,976
168280,280
1152911,911
642811,811
2373804,804
1305154,154
2257040,40
273450,450
2122876,876
1731880,880
665271,271
547947,947
1590135,135
2057327,327
331562,562
562522,522
86919,919
652699,699
348520,520
190705,705
875697,697
1836151,151
1257965,965
910188,188
1442238,238
380493,493
1193794,794
1511601,601
302007,7
2235910,910
2308098,98
2203338,338
1561272,272
1854300,300
588124,124
589048,48
884494,494
152382,382
1977251,251
2430556,556
1321356,356
1733343,343
850228,228
953315,315
373917,917
1518007,7
1447043,43
719899,899
1525225,225
2027400,400
951800,800
301470,470
488917,917
1836377,377
1077415,415
2188647,647
2002519,519
771693,693
2353498,498
90549,549
1354166,166
1102529,529
1819224,224
677686,686
1088213,213
750000,0
2483785,785
879717,717
179308,308
504199,199
2406771,771
124929,929
1253029,29
1747104,104
2169995,995
1277075,75
1638430,430
892774,774
292936,936
1672541,541
929627,627
912605,605
1863715,715
1089587,587
2417334,334
561307,307
2117729,729
715606,606
2406635,635
1589801,801
1811215,215
1449707,707
2051001,1
1512392,392
1629207,207
2355286,286
348917,917
1371588,588
2389704,704
28643,643
620487,487
978122,122
373568,568
2272797,797
2330659,659
648166,166
621163,163
755889,889
735321,321
1959987,987
1882562,562
1168220,220
1696188,188
2002625,625
2290402,402
2045527,527
2387825,825
439426,426
425377,377
1334421,421
148706,706
816066,66
289463,463
1472819,819
1987374,374
2366058,58
1853014,14
1280196,196
473226,226
2132334,334
2208434,434
1394568,568
929762,762
1454741,741
301965,965
1892565,565
771863,863
2353719,719
2437970,970
1220500,500
883000,0
1172640,640
1061121,121
613777,777
406656,656
1500078,78
944937,937
1217152,152
796286,286
1945193,193
1924261,261
207541,541
570210,210
1162922,922
2306725,725
74553,553
1177427,427
1340449,449
1598513,513
1284150,150
2158329,329
575781,781
356011,11
1920688,688
51627,627
2221402,402
2028912,912
1672126,126
2283707,707
1515210,210
1683492,492
2164308,308
1920959,959
1255723,723
1111282,282
947697,697
43295,295
1839548,548
308746,746
2499981,981
2250323,323
27301,301
1838202,202
1315178,178
2397466,466
1506491,491
14670,670
78266,266
678526,526
2019379,379
35676,676
2183415,415
2359327,327
1961362,362
700757,757
732101,101
227249,249
797374,374
546290,290
1826545,545
305802,802
4447,447
1808038,38
863418,418
1268941,941
2007034,34
1233423,423
326147,147
2414209,209
2414688,688
1463410,410
1199918,918
71466,466
259025,25
1182754,754
2436612,612
1481187,187
392893,893
2468233,233
344142,142
1683211,211
2164757,757
1484384,384
1426693,693
1866790,790
1685904,904
2412577,577
1004155,155
757429,429
982309,309
1063074,74
1143975,975
191967,967
110888,888
33031,31
1641053,53
1655106,106
668971,971
1370577,577
743625,625
910385,385
2072103,103
2158712,712
624789,789
736466,466
1644183,183
401277,277
87941,941
703393,393
2041672,672
635168,168
1324083,83
1106542,542
209770,770
693246,246
1302371,371
2023906,906
826379,379
810984,984
2316032,32
